candidate_id,category,years_experience,candidate_skills,job_requirements,matched_skills_count,match_score,target_salary,success_index,demographic_group,resume_text_snippet
CAND-0253,Engineering,9.0,"{""GraphQL"": 98, ""Python"": 80, ""System Design"": 76}","{""Docker"": 85, ""AWS"": 86, ""JavaScript"": 90, ""Python"": 85, ""System Design"": 85}",2,48.1,167000,51.6,Group_B,"Experienced Engineering specialist with 9.0 years working with GraphQL, Python, System Design."
CAND-0254,Infrastructure,14.7,"{""Docker"": 67, ""Kubernetes"": 73, ""Terraform"": 86}","{""Kubernetes"": 90, ""AWS"": 76, ""CI/CD"": 70, ""Python"": 90}",1,45.0,206000,45.1,Group_A,"Experienced Infrastructure specialist with 14.7 years working with Docker, Kubernetes, Terraform."
CAND-0255,Infrastructure,5.2,"{""Kubernetes"": 85, ""Docker"": 96, ""AWS"": 61, ""CI/CD"": 71, ""Linux"": 72}","{""AWS"": 90, ""Ansible"": 74, ""Terraform"": 85, ""Kubernetes"": 74}",2,48.2,141000,51.7,Group_C,"Experienced Infrastructure specialist with 5.2 years working with Kubernetes, Docker, AWS, CI/CD, Linux."
CAND-0256,Design,12.0,"{""HTML/CSS"": 95, ""Figma"": 94, ""Design Systems"": 61, ""User Research"": 73, ""Prototyping"": 96, ""UI/UX"": 81}","{""Figma"": 80, ""UI/UX"": 82, ""User Research"": 90, ""Wireframing"": 87}",3,76.9,200000,76.2,Group_D,"Experienced Design specialist with 12.0 years working with HTML/CSS, Figma, Design Systems, User Research, Prototyping, UI/UX."
CAND-0257,Product,9.3,"{""User Research"": 65, ""Wireframing"": 91, ""Agile"": 75, ""SaaS"": 83, ""Roadmapping"": 88}","{""Roadmapping"": 73, ""Analytics"": 81, ""SaaS"": 71, ""Product Strategy"": 76}",2,56.5,173000,56.6,Group_A,"Experienced Product specialist with 9.3 years working with User Research, Wireframing, Agile, SaaS, Roadmapping."
CAND-0258,Design,13.7,"{""UI/UX"": 80, ""User Research"": 69, ""Prototyping"": 66, ""HTML/CSS"": 93}","{""UI/UX"": 86, ""Wireframing"": 73, ""Figma"": 70, ""Prototyping"": 79, ""HTML/CSS"": 71}",3,67.1,208000,67.3,Group_A,"Experienced Design specialist with 13.7 years working with UI/UX, User Research, Prototyping, HTML/CSS."
CAND-0259,Infrastructure,7.5,"{""Docker"": 96, ""Python"": 79, ""Kubernetes"": 73}","{""Terraform"": 87, ""Prometheus"": 80, ""CI/CD"": 84, ""Linux"": 73}",0,45.0,156000,44.3,Group_A,"Experienced Infrastructure specialist with 7.5 years working with Docker, Python, Kubernetes."
CAND-0260,Engineering,14.4,"{""TypeScript"": 95, ""PostgreSQL"": 80, ""AWS"": 77}","{""Python"": 72, ""TypeScript"": 79, ""JavaScript"": 89}",1,51.5,206000,52.6,Group_A,"Experienced Engineering specialist with 14.4 years working with TypeScript, PostgreSQL, AWS."
CAND-0261,Product,1.4,"{""Product Strategy"": 65, ""Roadmapping"": 87, ""Agile"": 85}","{""Wireframing"": 79, ""Analytics"": 80, ""SaaS"": 76}",0,45.0,113000,47.4,Group_A,"Experienced Product specialist with 1.4 years working with Product Strategy, Roadmapping, Agile."
CAND-0262,Design,8.9,"{""Wireframing"": 66, ""HTML/CSS"": 89, ""Prototyping"": 79}","{""HTML/CSS"": 77, ""Wireframing"": 74, ""Prototyping"": 89, ""Design Systems"": 78, ""Figma"": 81}",3,57.8,170000,59.4,Group_C,"Experienced Design specialist with 8.9 years working with Wireframing, HTML/CSS, Prototyping."
CAND-0263,Infrastructure,7.3,"{""Docker"": 82, ""Ansible"": 90, ""Kubernetes"": 89}","{""Python"": 88, ""AWS"": 74, ""Prometheus"": 86}",0,45.0,154000,48.3,Group_A,"Experienced Infrastructure specialist with 7.3 years working with Docker, Ansible, Kubernetes."
CAND-0264,Infrastructure,8.8,"{""Python"": 97, ""Ansible"": 86, ""Terraform"": 75}","{""Terraform"": 80, ""CI/CD"": 76, ""Prometheus"": 88, ""Linux"": 83, ""Kubernetes"": 83}",1,45.0,165000,45.5,Group_B,"Experienced Infrastructure specialist with 8.8 years working with Python, Ansible, Terraform."
CAND-0265,Product,10.3,"{""Wireframing"": 98, ""Agile"": 89, ""Analytics"": 80}","{""Product Strategy"": 82, ""Scrum"": 72, ""Roadmapping"": 89, ""Wireframing"": 73, ""SaaS"": 89}",1,45.0,175000,45.7,Group_D,"Experienced Product specialist with 10.3 years working with Wireframing, Agile, Analytics."
CAND-0266,Engineering,2.3,"{""Docker"": 69, ""React"": 88, ""JavaScript"": 94, ""AWS"": 78}","{""Docker"": 80, ""GraphQL"": 79, ""TypeScript"": 88, ""Node.js"": 79}",1,45.0,119000,49.0,Group_C,"Experienced Engineering specialist with 2.3 years working with Docker, React, JavaScript, AWS."
CAND-0267,Engineering,9.2,"{""JavaScript"": 60, ""Python"": 95, ""React"": 82, ""Docker"": 67, ""PostgreSQL"": 78, ""GraphQL"": 61}","{""System Design"": 82, ""Docker"": 82, ""AWS"": 82}",1,45.0,167000,44.7,Group_B,"Experienced Engineering specialist with 9.2 years working with JavaScript, Python, React, Docker, PostgreSQL, GraphQL."
CAND-0268,Design,2.9,"{""Wireframing"": 68, ""User Research"": 60, ""Prototyping"": 64, ""UI/UX"": 61, ""Design Systems"": 69, ""Figma"": 91}","{""Prototyping"": 83, ""UI/UX"": 84, ""Figma"": 89, ""HTML/CSS"": 83, ""User Research"": 89}",4,61.7,130000,61.8,Group_D,"Experienced Design specialist with 2.9 years working with Wireframing, User Research, Prototyping, UI/UX, Design Systems, Figma."
CAND-0269,Design,6.0,"{""Prototyping"": 75, ""Design Systems"": 92, ""Figma"": 77, ""Wireframing"": 86}","{""Design Systems"": 85, ""User Research"": 81, ""Figma"": 73, ""Wireframing"": 88, ""HTML/CSS"": 85}",3,59.6,151000,57.3,Group_C,"Experienced Design specialist with 6.0 years working with Prototyping, Design Systems, Figma, Wireframing."
CAND-0270,Design,8.2,"{""UI/UX"": 94, ""Prototyping"": 97, ""Figma"": 79}","{""Figma"": 84, ""User Research"": 86, ""Design Systems"": 85, ""Wireframing"": 88, ""UI/UX"": 80}",2,45.0,160000,49.2,Group_C,"Experienced Design specialist with 8.2 years working with UI/UX, Prototyping, Figma."
CAND-0271,Infrastructure,3.3,"{""Python"": 70, ""Kubernetes"": 96, ""AWS"": 63, ""Terraform"": 78, ""Prometheus"": 61}","{""Ansible"": 72, ""Docker"": 78, ""Prometheus"": 78, ""Python"": 74}",2,45.6,126000,45.6,Group_C,"Experienced Infrastructure specialist with 3.3 years working with Python, Kubernetes, AWS, Terraform, Prometheus."
CAND-0272,Engineering,11.4,"{""Docker"": 71, ""JavaScript"": 76, ""GraphQL"": 75, ""PostgreSQL"": 91}","{""PostgreSQL"": 72, ""React"": 74, ""AWS"": 89}",1,47.9,184000,47.0,Group_D,"Experienced Engineering specialist with 11.4 years working with Docker, JavaScript, GraphQL, PostgreSQL."
CAND-0273,Design,11.8,"{""HTML/CSS"": 96, ""Prototyping"": 82, ""UI/UX"": 63, ""Design Systems"": 76}","{""Figma"": 82, ""UI/UX"": 85, ""Prototyping"": 79}",2,67.2,194000,69.5,Group_B,"Experienced Design specialist with 11.8 years working with HTML/CSS, Prototyping, UI/UX, Design Systems."
CAND-0274,Design,10.6,"{""Prototyping"": 88, ""User Research"": 84, ""UI/UX"": 80, ""Wireframing"": 93, ""Figma"": 62, ""Design Systems"": 66}","{""HTML/CSS"": 78, ""User Research"": 78, ""Prototyping"": 73, ""Wireframing"": 78, ""UI/UX"": 90}",4,76.0,190000,74.7,Group_B,"Experienced Design specialist with 10.6 years working with Prototyping, User Research, UI/UX, Wireframing, Figma, Design Systems."
CAND-0275,Analytics,11.8,"{""Statistics"": 60, ""Data Modeling"": 60, ""Python"": 64, ""Tableau"": 60, ""PowerBI"": 86}","{""Machine Learning"": 81, ""SQL"": 77, ""PowerBI"": 79}",1,45.0,186000,43.6,Group_A,"Experienced Analytics specialist with 11.8 years working with Statistics, Data Modeling, Python, Tableau, PowerBI."
CAND-0276,Engineering,14.1,"{""Docker"": 98, ""Node.js"": 68, ""PostgreSQL"": 84, ""React"": 96}","{""Node.js"": 79, ""JavaScript"": 84, ""Python"": 72}",1,48.5,203000,52.2,Group_C,"Experienced Engineering specialist with 14.1 years working with Docker, Node.js, PostgreSQL, React."
CAND-0277,Design,10.7,"{""User Research"": 84, ""UI/UX"": 84, ""Figma"": 81, ""Wireframing"": 63, ""Design Systems"": 76}","{""UI/UX"": 76, ""Prototyping"": 89, ""Figma"": 82, ""HTML/CSS"": 75}",2,55.7,182000,53.9,Group_D,"Experienced Design specialist with 10.7 years working with User Research, UI/UX, Figma, Wireframing, Design Systems."
CAND-0278,Product,9.6,"{""Wireframing"": 66, ""User Research"": 62, ""SaaS"": 64}","{""Analytics"": 70, ""Scrum"": 85, ""Roadmapping"": 74}",0,45.0,170000,43.4,Group_A,"Experienced Product specialist with 9.6 years working with Wireframing, User Research, SaaS."
CAND-0279,Design,4.7,"{""Prototyping"": 87, ""Design Systems"": 85, ""Figma"": 64, ""Wireframing"": 94, ""UI/UX"": 74}","{""Prototyping"": 73, ""HTML/CSS"": 88, ""Wireframing"": 87}",2,62.3,143000,61.5,Group_C,"Experienced Design specialist with 4.7 years working with Prototyping, Design Systems, Figma, Wireframing, UI/UX."
CAND-0280,Design,1.8,"{""User Research"": 65, ""Design Systems"": 89, ""Wireframing"": 78}","{""UI/UX"": 76, ""Wireframing"": 79, ""Design Systems"": 82, ""Figma"": 73, ""HTML/CSS"": 90}",2,45.0,116000,46.3,Group_D,"Experienced Design specialist with 1.8 years working with User Research, Design Systems, Wireframing."
CAND-0281,Product,3.0,"{""Agile"": 91, ""User Research"": 84, ""Analytics"": 64, ""Product Strategy"": 94}","{""Analytics"": 71, ""Roadmapping"": 80, ""Wireframing"": 71, ""Scrum"": 80, ""Agile"": 71}",2,45.0,124000,44.7,Group_D,"Experienced Product specialist with 3.0 years working with Agile, User Research, Analytics, Product Strategy."
CAND-0282,Analytics,3.1,"{""SQL"": 61, ""Data Modeling"": 90, ""Python"": 62, ""PowerBI"": 75}","{""Statistics"": 71, ""Python"": 79, ""SQL"": 73, ""Data Modeling"": 84, ""Tableau"": 89}",3,47.8,126000,49.5,Group_A,"Experienced Analytics specialist with 3.1 years working with SQL, Data Modeling, Python, PowerBI."
CAND-0283,Engineering,8.0,"{""Node.js"": 85, ""TypeScript"": 80, ""System Design"": 67, ""JavaScript"": 96}","{""JavaScript"": 88, ""AWS"": 75, ""TypeScript"": 80, ""System Design"": 72, ""React"": 73}",3,55.4,163000,57.5,Group_B,"Experienced Engineering specialist with 8.0 years working with Node.js, TypeScript, System Design, JavaScript."
CAND-0284,Infrastructure,8.7,"{""Terraform"": 70, ""Kubernetes"": 61, ""Docker"": 91, ""Ansible"": 65, ""Python"": 60, ""Prometheus"": 60}","{""Docker"": 85, ""Python"": 74, ""Terraform"": 76}",3,83.0,179000,80.0,Group_D,"Experienced Infrastructure specialist with 8.7 years working with Terraform, Kubernetes, Docker, Ansible, Python, Prometheus."
CAND-0285,Design,4.3,"{""Design Systems"": 91, ""HTML/CSS"": 65, ""Figma"": 79, ""UI/UX"": 82}","{""Figma"": 73, ""Design Systems"": 86, ""UI/UX"": 73, ""HTML/CSS"": 89}",4,79.4,147000,79.6,Group_B,"Experienced Design specialist with 4.3 years working with Design Systems, HTML/CSS, Figma, UI/UX."
CAND-0286,Design,11.8,"{""User Research"": 69, ""Figma"": 90, ""UI/UX"": 91, ""HTML/CSS"": 71}","{""HTML/CSS"": 90, ""Figma"": 81, ""Wireframing"": 79}",2,64.5,193000,62.8,Group_D,"Experienced Design specialist with 11.8 years working with User Research, Figma, UI/UX, HTML/CSS."
CAND-0287,Engineering,2.5,"{""PostgreSQL"": 61, ""JavaScript"": 91, ""Docker"": 92}","{""Node.js"": 88, ""TypeScript"": 88, ""GraphQL"": 80}",0,45.0,120000,47.9,Group_C,"Experienced Engineering specialist with 2.5 years working with PostgreSQL, JavaScript, Docker."
CAND-0288,Product,11.9,"{""Roadmapping"": 84, ""Agile"": 74, ""Product Strategy"": 64, ""Wireframing"": 90, ""User Research"": 97}","{""Agile"": 89, ""Roadmapping"": 84, ""Product Strategy"": 75, ""User Research"": 82}",4,89.6,204000,87.2,Group_B,"Experienced Product specialist with 11.9 years working with Roadmapping, Agile, Product Strategy, Wireframing, User Research."
CAND-0289,Infrastructure,14.7,"{""AWS"": 96, ""CI/CD"": 63, ""Kubernetes"": 77, ""Prometheus"": 68}","{""Ansible"": 75, ""Prometheus"": 80, ""Terraform"": 77}",1,51.8,209000,53.3,Group_B,"Experienced Infrastructure specialist with 14.7 years working with AWS, CI/CD, Kubernetes, Prometheus."
CAND-0290,Analytics,14.6,"{""SQL"": 73, ""PowerBI"": 97, ""Machine Learning"": 90, ""Statistics"": 89}","{""SQL"": 77, ""Statistics"": 80, ""PowerBI"": 83, ""Python"": 88}",3,74.2,217000,75.8,Group_B,"Experienced Analytics specialist with 14.6 years working with SQL, PowerBI, Machine Learning, Statistics."
CAND-0291,Analytics,13.6,"{""SQL"": 90, ""Data Modeling"": 66, ""PowerBI"": 88, ""Statistics"": 91, ""Python"": 75, ""Tableau"": 65}","{""Data Modeling"": 81, ""SQL"": 79, ""PowerBI"": 77, ""Python"": 90, ""Statistics"": 72}",5,88.3,216000,87.3,Group_B,"Experienced Analytics specialist with 13.6 years working with SQL, Data Modeling, PowerBI, Statistics, Python, Tableau."
CAND-0292,Design,13.0,"{""Prototyping"": 85, ""Wireframing"": 71, ""UI/UX"": 83}","{""Prototyping"": 80, ""HTML/CSS"": 86, ""Figma"": 71, ""Design Systems"": 79, ""UI/UX"": 83}",2,52.9,197000,54.9,Group_B,"Experienced Design specialist with 13.0 years working with Prototyping, Wireframing, UI/UX."
CAND-0293,Engineering,9.7,"{""React"": 84, ""PostgreSQL"": 83, ""AWS"": 89, ""Docker"": 62, ""System Design"": 83}","{""JavaScript"": 76, ""PostgreSQL"": 74, ""Node.js"": 80, ""Python"": 77}",1,45.0,171000,47.3,Group_B,"Experienced Engineering specialist with 9.7 years working with React, PostgreSQL, AWS, Docker, System Design."
CAND-0294,Product,5.5,"{""Scrum"": 82, ""SaaS"": 88, ""Agile"": 91, ""User Research"": 92, ""Wireframing"": 93}","{""Wireframing"": 87, ""User Research"": 79, ""Analytics"": 84}",2,60.2,148000,62.2,Group_A,"Experienced Product specialist with 5.5 years working with Scrum, SaaS, Agile, User Research, Wireframing."
CAND-0295,Product,13.5,"{""Product Strategy"": 66, ""Agile"": 70, ""Roadmapping"": 77, ""Wireframing"": 67, ""SaaS"": 69, ""Scrum"": 91}","{""Roadmapping"": 70, ""Analytics"": 79, ""User Research"": 83}",1,51.0,200000,52.2,Group_B,"Experienced Product specialist with 13.5 years working with Product Strategy, Agile, Roadmapping, Wireframing, SaaS, Scrum."
CAND-0296,Design,5.9,"{""HTML/CSS"": 61, ""Wireframing"": 74, ""Figma"": 93, ""User Research"": 81, ""Design Systems"": 86, ""Prototyping"": 97}","{""HTML/CSS"": 88, ""Wireframing"": 86, ""User Research"": 87, ""Prototyping"": 84}",4,82.4,159000,81.2,Group_C,"Experienced Design specialist with 5.9 years working with HTML/CSS, Wireframing, Figma, User Research, Design Systems, Prototyping."
CAND-0297,Product,12.0,"{""Wireframing"": 69, ""SaaS"": 82, ""Scrum"": 78, ""Agile"": 89}","{""SaaS"": 79, ""User Research"": 75, ""Analytics"": 75}",1,47.7,188000,50.0,Group_B,"Experienced Product specialist with 12.0 years working with Wireframing, SaaS, Scrum, Agile."
CAND-0298,Product,4.3,"{""User Research"": 88, ""Analytics"": 76, ""Product Strategy"": 83}","{""Roadmapping"": 71, ""Analytics"": 80, ""User Research"": 81}",2,53.9,137000,54.3,Group_B,"Experienced Product specialist with 4.3 years working with User Research, Analytics, Product Strategy."
CAND-0299,Analytics,5.2,"{""PowerBI"": 89, ""Data Modeling"": 80, ""Python"": 69}","{""Statistics"": 80, ""Machine Learning"": 90, ""Data Modeling"": 79}",1,45.0,139000,45.1,Group_B,"Experienced Analytics specialist with 5.2 years working with PowerBI, Data Modeling, Python."
CAND-0300,Analytics,11.2,"{""Tableau"": 95, ""Statistics"": 67, ""SQL"": 79, ""PowerBI"": 61, ""Machine Learning"": 85, ""Data Modeling"": 74}","{""Tableau"": 89, ""SQL"": 90, ""Data Modeling"": 76, ""Statistics"": 88}",4,90.2,199000,89.7,Group_C,"Experienced Analytics specialist with 11.2 years working with Tableau, Statistics, SQL, PowerBI, Machine Learning, Data Modeling."
CAND-0301,Product,1.3,"{""Product Strategy"": 98, ""Analytics"": 98, ""Roadmapping"": 92, ""Wireframing"": 63, ""User Research"": 83, ""Scrum"": 85}","{""Scrum"": 81, ""SaaS"": 70, ""Roadmapping"": 79}",2,51.8,115000,51.5,Group_D,"Experienced Product specialist with 1.3 years working with Product Strategy, Analytics, Roadmapping, Wireframing, User Research, Scrum."
CAND-0302,Analytics,2.2,"{""Statistics"": 86, ""PowerBI"": 68, ""Data Modeling"": 97, ""Tableau"": 98, ""SQL"": 65, ""Python"": 69}","{""Tableau"": 80, ""PowerBI"": 72, ""Machine Learning"": 88}",2,57.2,123000,55.2,Group_D,"Experienced Analytics specialist with 2.2 years working with Statistics, PowerBI, Data Modeling, Tableau, SQL, Python."
CAND-0303,Infrastructure,6.8,"{""CI/CD"": 62, ""Terraform"": 79, ""Docker"": 97, ""Ansible"": 79, ""Prometheus"": 91, ""AWS"": 95}","{""Ansible"": 78, ""Terraform"": 79, ""Kubernetes"": 90, ""Linux"": 90, ""Docker"": 85}",3,52.3,154000,54.1,Group_C,"Experienced Infrastructure specialist with 6.8 years working with CI/CD, Terraform, Docker, Ansible, Prometheus, AWS."
CAND-0304,Design,3.5,"{""Figma"": 64, ""Wireframing"": 98, ""User Research"": 83, ""Prototyping"": 97}","{""Design Systems"": 73, ""Prototyping"": 81, ""User Research"": 86, ""HTML/CSS"": 88}",2,45.0,128000,45.0,Group_A,"Experienced Design specialist with 3.5 years working with Figma, Wireframing, User Research, Prototyping."
CAND-0305,Product,5.5,"{""User Research"": 83, ""Product Strategy"": 86, ""Agile"": 82, ""SaaS"": 63}","{""Analytics"": 86, ""Wireframing"": 76, ""User Research"": 90, ""Agile"": 75}",2,50.0,144000,51.6,Group_B,"Experienced Product specialist with 5.5 years working with User Research, Product Strategy, Agile, SaaS."
CAND-0306,Analytics,5.5,"{""Data Modeling"": 83, ""Statistics"": 66, ""Tableau"": 94, ""Machine Learning"": 97, ""PowerBI"": 82}","{""SQL"": 79, ""Python"": 81, ""Machine Learning"": 85}",1,45.0,142000,48.9,Group_B,"Experienced Analytics specialist with 5.5 years working with Data Modeling, Statistics, Tableau, Machine Learning, PowerBI."
CAND-0307,Engineering,4.1,"{""TypeScript"": 89, ""PostgreSQL"": 64, ""Node.js"": 67, ""Docker"": 68}","{""GraphQL"": 81, ""AWS"": 74, ""Python"": 84}",0,45.0,132000,47.0,Group_C,"Experienced Engineering specialist with 4.1 years working with TypeScript, PostgreSQL, Node.js, Docker."
CAND-0308,Product,10.9,"{""Product Strategy"": 69, ""Wireframing"": 74, ""Scrum"": 79}","{""Roadmapping"": 83, ""Product Strategy"": 73, ""Agile"": 72}",1,45.0,179000,46.3,Group_D,"Experienced Product specialist with 10.9 years working with Product Strategy, Wireframing, Scrum."
CAND-0309,Engineering,3.7,"{""PostgreSQL"": 67, ""React"": 76, ""GraphQL"": 62}","{""Python"": 73, ""React"": 89, ""Node.js"": 76}",1,45.0,129000,44.6,Group_C,"Experienced Engineering specialist with 3.7 years working with PostgreSQL, React, GraphQL."
CAND-0310,Engineering,2.3,"{""Docker"": 75, ""AWS"": 92, ""PostgreSQL"": 96, ""Node.js"": 64, ""Python"": 66}","{""React"": 79, ""PostgreSQL"": 75, ""TypeScript"": 87, ""AWS"": 70, ""Node.js"": 73}",3,54.3,123000,57.5,Group_D,"Experienced Engineering specialist with 2.3 years working with Docker, AWS, PostgreSQL, Node.js, Python."
CAND-0311,Infrastructure,10.8,"{""Ansible"": 84, ""Docker"": 87, ""Prometheus"": 73, ""CI/CD"": 92}","{""Linux"": 80, ""Docker"": 73, ""Prometheus"": 84}",2,62.2,185000,60.0,Group_C,"Experienced Infrastructure specialist with 10.8 years working with Ansible, Docker, Prometheus, CI/CD."
CAND-0312,Infrastructure,8.8,"{""Docker"": 67, ""AWS"": 84, ""Terraform"": 78}","{""Python"": 83, ""Ansible"": 79, ""Docker"": 83, ""Prometheus"": 76}",1,45.0,165000,48.8,Group_D,"Experienced Infrastructure specialist with 8.8 years working with Docker, AWS, Terraform."
CAND-0313,Infrastructure,3.5,"{""Docker"": 69, ""Linux"": 85, ""Terraform"": 85, ""Python"": 97, ""Kubernetes"": 66, ""AWS"": 70}","{""AWS"": 76, ""Terraform"": 89, ""CI/CD"": 82}",2,52.6,131000,55.4,Group_D,"Experienced Infrastructure specialist with 3.5 years working with Docker, Linux, Terraform, Python, Kubernetes, AWS."
CAND-0314,Infrastructure,11.7,"{""Linux"": 85, ""AWS"": 91, ""Terraform"": 92, ""Ansible"": 77, ""Python"": 69}","{""Docker"": 85, ""Prometheus"": 77, ""CI/CD"": 90, ""Terraform"": 74}",1,45.0,185000,47.8,Group_A,"Experienced Infrastructure specialist with 11.7 years working with Linux, AWS, Terraform, Ansible, Python."
CAND-0315,Design,10.5,"{""Prototyping"": 79, ""Design Systems"": 66, ""User Research"": 64, ""UI/UX"": 93}","{""Wireframing"": 85, ""Prototyping"": 85, ""UI/UX"": 86, ""User Research"": 78}",3,71.9,187000,73.0,Group_A,"Experienced Design specialist with 10.5 years working with Prototyping, Design Systems, User Research, UI/UX."
CAND-0316,Engineering,14.9,"{""System Design"": 84, ""GraphQL"": 88, ""AWS"": 89}","{""React"": 75, ""JavaScript"": 85, ""Python"": 83}",0,45.0,207000,47.7,Group_D,"Experienced Engineering specialist with 14.9 years working with System Design, GraphQL, AWS."
CAND-0317,Engineering,9.0,"{""PostgreSQL"": 92, ""Docker"": 63, ""GraphQL"": 85, ""TypeScript"": 76, ""Python"": 91, ""Node.js"": 97}","{""Docker"": 71, ""AWS"": 70, ""Python"": 88, ""JavaScript"": 71}",2,48.3,167000,48.6,Group_A,"Experienced Engineering specialist with 9.0 years working with PostgreSQL, Docker, GraphQL, TypeScript, Python, Node.js."
CAND-0318,Infrastructure,6.3,"{""AWS"": 75, ""Prometheus"": 75, ""Terraform"": 79, ""CI/CD"": 97, ""Kubernetes"": 65, ""Docker"": 64}","{""Docker"": 87, ""AWS"": 80, ""Prometheus"": 71, ""Kubernetes"": 84}",4,85.0,163000,82.7,Group_D,"Experienced Infrastructure specialist with 6.3 years working with AWS, Prometheus, Terraform, CI/CD, Kubernetes, Docker."
CAND-0319,Infrastructure,1.3,"{""Kubernetes"": 96, ""AWS"": 66, ""Terraform"": 91, ""Python"": 66, ""Linux"": 73, ""CI/CD"": 81}","{""Prometheus"": 79, ""AWS"": 81, ""Docker"": 83, ""Python"": 76}",2,45.0,112000,48.5,Group_A,"Experienced Infrastructure specialist with 1.3 years working with Kubernetes, AWS, Terraform, Python, Linux, CI/CD."
CAND-0320,Analytics,4.0,"{""SQL"": 65, ""Tableau"": 97, ""Machine Learning"": 66, ""PowerBI"": 97, ""Data Modeling"": 81}","{""SQL"": 83, ""Machine Learning"": 76, ""Statistics"": 81, ""PowerBI"": 72}",3,64.3,139000,63.0,Group_C,"Experienced Analytics specialist with 4.0 years working with SQL, Tableau, Machine Learning, PowerBI, Data Modeling."
CAND-0321,Design,10.3,"{""UI/UX"": 92, ""Prototyping"": 89, ""HTML/CSS"": 95, ""User Research"": 71, ""Design Systems"": 61}","{""HTML/CSS"": 84, ""Design Systems"": 78, ""UI/UX"": 90, ""Prototyping"": 87, ""Figma"": 89}",4,78.3,188000,79.5,Group_A,"Experienced Design specialist with 10.3 years working with UI/UX, Prototyping, HTML/CSS, User Research, Design Systems."
CAND-0322,Analytics,3.8,"{""Python"": 80, ""Data Modeling"": 64, ""Statistics"": 73, ""Tableau"": 86, ""Machine Learning"": 77, ""PowerBI"": 78}","{""Python"": 77, ""Tableau"": 73, ""Machine Learning"": 74, ""Data Modeling"": 76, ""PowerBI"": 70}",5,77.5,143000,78.3,Group_D,"Experienced Analytics specialist with 3.8 years working with Python, Data Modeling, Statistics, Tableau, Machine Learning, PowerBI."
CAND-0323,Design,8.8,"{""Prototyping"": 68, ""HTML/CSS"": 61, ""Figma"": 76, ""UI/UX"": 77, ""Design Systems"": 95, ""Wireframing"": 71}","{""Wireframing"": 72, ""Figma"": 80, ""Prototyping"": 89, ""HTML/CSS"": 79, ""Design Systems"": 72}",5,90.7,183000,87.9,Group_C,"Experienced Design specialist with 8.8 years working with Prototyping, HTML/CSS, Figma, UI/UX, Design Systems, Wireframing."
CAND-0324,Engineering,6.6,"{""TypeScript"": 97, ""Node.js"": 93, ""PostgreSQL"": 76, ""Python"": 91}","{""TypeScript"": 80, ""Node.js"": 88, ""AWS"": 82}",2,63.5,157000,64.9,Group_D,"Experienced Engineering specialist with 6.6 years working with TypeScript, Node.js, PostgreSQL, Python."
CAND-0325,Product,3.0,"{""Roadmapping"": 76, ""SaaS"": 97, ""Wireframing"": 63, ""User Research"": 91}","{""User Research"": 85, ""Wireframing"": 77, ""Agile"": 78, ""SaaS"": 74, ""Roadmapping"": 81}",4,64.8,132000,63.8,Group_C,"Experienced Product specialist with 3.0 years working with Roadmapping, SaaS, Wireframing, User Research."
CAND-0326,Engineering,10.0,"{""React"": 95, ""TypeScript"": 84, ""Python"": 79}","{""AWS"": 82, ""Node.js"": 70, ""TypeScript"": 82, ""System Design"": 78, ""GraphQL"": 79}",1,45.0,173000,48.3,Group_B,"Experienced Engineering specialist with 10.0 years working with React, TypeScript, Python."
CAND-0327,Infrastructure,3.9,"{""Ansible"": 86, ""AWS"": 62, ""Linux"": 77, ""Prometheus"": 65}","{""Ansible"": 83, ""Linux"": 73, ""Prometheus"": 75, ""CI/CD"": 78}",3,62.8,137000,61.9,Group_C,"Experienced Infrastructure specialist with 3.9 years working with Ansible, AWS, Linux, Prometheus."
CAND-0328,Design,10.7,"{""HTML/CSS"": 88, ""Wireframing"": 68, ""UI/UX"": 60}","{""UI/UX"": 88, ""HTML/CSS"": 72, ""User Research"": 73, ""Design Systems"": 75}",2,51.8,181000,53.9,Group_B,"Experienced Design specialist with 10.7 years working with HTML/CSS, Wireframing, UI/UX."
CAND-0329,Analytics,10.6,"{""PowerBI"": 97, ""Data Modeling"": 80, ""Python"": 78, ""Tableau"": 72, ""SQL"": 65}","{""Tableau"": 88, ""Python"": 77, ""PowerBI"": 70, ""Machine Learning"": 70}",3,75.9,190000,75.7,Group_B,"Experienced Analytics specialist with 10.6 years working with PowerBI, Data Modeling, Python, Tableau, SQL."
CAND-0330,Engineering,14.6,"{""Python"": 87, ""JavaScript"": 98, ""React"": 76, ""TypeScript"": 69}","{""AWS"": 70, ""JavaScript"": 86, ""Node.js"": 83}",1,50.5,207000,54.0,Group_D,"Experienced Engineering specialist with 14.6 years working with Python, JavaScript, React, TypeScript."
CAND-0331,Engineering,4.1,"{""TypeScript"": 91, ""Python"": 84, ""PostgreSQL"": 68, ""AWS"": 87}","{""Docker"": 76, ""TypeScript"": 83, ""Python"": 75}",2,56.2,136000,54.6,Group_C,"Experienced Engineering specialist with 4.1 years working with TypeScript, Python, PostgreSQL, AWS."
